LocationID	Location	ParentLocationID	Latitude	Longitude
DGH-01	Douglas-Unit1	DUGT1	35.962776	-83.541115
DGH-01-DS	Douglas-Unit1-Downstream	DGH-01	35.962776	-83.541115
DGH-02	Douglas-Unit2	DUGT1	35.962776	-83.541115
DGH-02-DS	Douglas-Unit2-Downstream	DGH-02	35.962776	-83.541115
DGH-03	Douglas-Unit3	DUGT1	35.962776	-83.541115
DGH-04	Douglas-Unit4	DUGT1	35.962776	-83.541115
DGH-OG-01	Douglas Dam	DUGT1	35.962776	-83.541115
DGH-OG-02	Douglas Dam	DUGT1	35.962776	-83.541115
DGH-OG-03	Douglas Dam	DUGT1	35.962776	-83.541115
DGH-OG-04	Douglas Dam	DUGT1	35.962776	-83.541115
DGH-OG-05	Douglas Dam	DUGT1	35.962776	-83.541115
DGH-SL-01	Douglas Dam	DUGT1	35.962776	-83.541115
DGH-SL-02	Douglas Dam	DUGT1	35.962776	-83.541115
DGH-SL-03	Douglas Dam	DUGT1	35.962776	-83.541115
DGH-SL-04	Douglas Dam	DUGT1	35.962776	-83.541115
DGH-SL-05	Douglas Dam	DUGT1	35.962776	-83.541115
DGH-SL-06	Douglas Dam	DUGT1	35.962776	-83.541115
DGH-SL-07	Douglas Dam	DUGT1	35.962776	-83.541115
DGH-SL-08	Douglas Dam	DUGT1	35.962776	-83.541115
DGH-SP-01	Douglas Dam	DUGT1	35.962776	-83.541115
DGH-SP-02	Douglas Dam	DUGT1	35.962776	-83.541115
DGH-SP-03	Douglas Dam	DUGT1	35.962776	-83.541115
DGH-SP-04	Douglas Dam	DUGT1	35.962776	-83.541115
DGH-SP-05	Douglas Dam	DUGT1	35.962776	-83.541115
DGH-SP-06	Douglas Dam	DUGT1	35.962776	-83.541115
DGH-SP-07	Douglas Dam	DUGT1	35.962776	-83.541115
DGH-SP-08	Douglas Dam	DUGT1	35.962776	-83.541115
DGH-SP-09	Douglas Dam	DUGT1	35.962776	-83.541115
DGH-SP-10	Douglas Dam	DUGT1	35.962776	-83.541115
DGH-SP-11	Douglas Dam	DUGT1	35.962776	-83.541115
DHO-01	Dale Hollow-Unit1	DLHT1	36.538611	-85.451389
DHO-02	Dale Hollow-Unit2	DLHT1	36.538611	-85.451389
DHO-03	Dale Hollow-Unit3	DLHT1	36.538611	-85.451389
DILN7	Tuckasegee nr Dillsboro	DILN7	35.384445	-83.291664
DLHT1	Dale Hollow Dam	DLHT1	36.541389	-85.456390
DMEA1	Dime	DMEA1	34.333890	-87.650560
DNNM6	Jamie Whitten Lock and Dam	DNNM6	34.522222	-88.325000
DNNT1	Dunn	DNNT1	35.198055	-87.325554
DOET1	Doe at Elizabethton	DOET1	36.344444	-82.209999
DOGT1	Dogwood Dam	DOGT1	35.696667	-88.241943
DOVT1	Cumberland at Dover	DOVT1	36.493332	-87.838890
DUFV2	Duffield	DUFV2	36.711945	-82.796112
DUGT1	Douglas Dam	DUGT1	35.962776	-83.541115
DUGT1_evap	DUGT1_evap	DUGT1	35.962776	-83.541115
DUGT1Branch1	DUGT1Branch1	DUGT1	0.000000	0.000000
DUKE	Duke Projects	DUKE	35.326330	-84.902344
DUNT1	Dunlap	DUNT1	35.402500	-85.373055
DYNT1	Dayton	DYNT1	35.496666	-85.016388
EBVT1	Embreeville	EBVT1	36.182500	-82.456667
ECHO-DTX	DTX inside BFN barge	ECHO-DTX	34.699974	-87.118456
ECHO-TVA1	TVA1 BFN barge DS	ECHO-TVA1	34.699774	-87.118413
ECHO-TVA2	TVA2 BFN barge US	ECHO-TVA2	34.699665	-87.117318
ECHO-TVA3	TVA3 GUH powerhouse	ECHO-TVA3	34.422053	-86.392755
ECHO-TVA4	TVA4 GUH lock	ECHO-TVA4	34.425173	-86.391055
ECHO_AGG-BFN	Aggregate ECHO BFN	ECHO_AGG-BFN	34.699800	-87.118000
ECHO_AGG-GUH	Aggregate ECHO GUH	ECHO_AGG-GUH	34.423500	-86.392000
EgnerFerry	Egner Ferry Bridge	EgnerFerry	36.773931	-88.120252
EKTK2	Elkton KY	EKTK2	36.783333	-87.166664
Elk_BCT_XSection	Elk_BCT_XSection	B	34.761542	-87.264266
Elk_confluence	TennTom Elk Confluence	Elk_confluence	34.750507	-87.244354
ELKT1	Elkton TN	ELKT1	35.036110	-86.887497
EMBT1	Nolichucky at Embreeville	EMBT1	36.176388	-82.457497
EMGT1	Yellow Creek at Ellis Mills	EMGT1	36.310833	-87.553612
ENGG1	Lookout at New England	ENGG1	34.897499	-85.463058
EPWG1	Higdons Store	EPWG1	34.903332	-84.436111
ES_Utility	East Side Utility	ES_Utility	35.115000	-85.199000
ETOT1	Etowah	ETOT1	35.330276	-84.521111
EZBT1	Watauga at Elizabethton	EZBT1	36.355835	-82.223610
FALT1	Falls Creek	FALT1	35.679722	-85.308334
FGPT1	Fitts Gap	FGPT1	36.589443	-83.228058
FKVA1	Falkville	FKVA1	34.374168	-86.912781
FLCN7	French Broad at Fletcher	FLCN7	35.427502	-82.548058
FLDT1	Fort Loudoun Dam	FLDT1	35.792221	-84.245277
FLH-01	Fort Loudoun-Unit1	FLDT1	35.792221	-84.245277
FLH-01-TD	Fort Loudoun-Unit1-Taildeck	FLH-01	35.792221	-84.245277
FLH-02	Fort Loudoun-Unit2	FLDT1	35.792221	-84.245277
FLH-03	Fort Loudoun-Unit3	FLDT1	35.792221	-84.245277
FLH-04	Fort Loudoun-Unit4	FLDT1	35.792221	-84.245277
FLH-04-TD	Fort Loudoun-Unit4-Taildeck	FLH-04	35.792221	-84.245277
FLH-OG-01	Fort Loudoun Dam	FLDT1	35.792221	-84.245277
FLH-OG-02	Fort Loudoun Dam	FLDT1	35.792221	-84.245277
FLH-OG-03	Fort Loudoun Dam	FLDT1	35.792221	-84.245277
FLH-OG-04	Fort Loudoun Dam	FLDT1	35.792221	-84.245277
FLH-OG-05	Fort Loudoun Dam	FLDT1	35.792221	-84.245277
FLH-OG-06	Fort Loudoun Dam	FLDT1	35.792221	-84.245277
FLH-OG-07	Fort Loudoun Dam	FLDT1	35.792221	-84.245277
FLH-OG-08	Fort Loudoun Dam	FLDT1	35.792221	-84.245277
FLH-OG-09	Fort Loudoun Dam	FLDT1	35.792221	-84.245277
FLH-OG-10	Fort Loudoun Dam	FLDT1	35.792221	-84.245277
FLH-SP-01	Fort Loudoun Dam	FLDT1	35.792221	-84.245277
FLH-SP-02	Fort Loudoun Dam	FLDT1	35.792221	-84.245277
FLH-SP-03	Fort Loudoun Dam	FLDT1	35.792221	-84.245277
FLH-SP-04	Fort Loudoun Dam	FLDT1	35.792221	-84.245277
FLH-SP-05	Fort Loudoun Dam	FLDT1	35.792221	-84.245277
FLH-SP-06	Fort Loudoun Dam	FLDT1	35.792221	-84.245277
FLH-SP-07	Fort Loudoun Dam	FLDT1	35.792221	-84.245277
FLH-SP-08	Fort Loudoun Dam	FLDT1	35.792221	-84.245277
FLH-SP-09	Fort Loudoun Dam	FLDT1	35.792221	-84.245277
FLH-SP-10	Fort Loudoun Dam	FLDT1	35.792221	-84.245277
FLH-SP-11	Fort Loudoun Dam	FLDT1	35.792221	-84.245277
FLH-SP-12	Fort Loudoun Dam	FLDT1	35.792221	-84.245277
FLH-SP-13	Fort Loudoun Dam	FLDT1	35.792221	-84.245277
FLH-SP-14	Fort Loudoun Dam	FLDT1	35.792221	-84.245277
FLOA1	Tennessee at Florence	FLOA1	34.786945	-87.669998
Florence_AL	Florence, AL (upstream end of city)	Florence_AL	34.810000	-87.617000
FLRA1	Flat Rock	FLRA1	34.768055	-85.701111
FLTT1	Buffalo nr Flat Woods	FLTT1	35.495834	-87.832779
FNH-01	Fontana-Unit1	FONN7	35.450279	-83.805275
FNH-02	Fontana-Unit2	FONN7	35.450279	-83.805275
FNH-03	Fontana-Unit3	FONN7	35.450279	-83.805275
FNH-OG-01	Fontana Dam	FONN7	35.450279	-83.805275
FNH-OG-02	Fontana Dam	FONN7	35.450279	-83.805275
FNH-OG-03	Fontana Dam	FONN7	35.450279	-83.805275
FNH-OG-04	Fontana Dam	FONN7	35.450279	-83.805275
FNH-OG-05	Fontana Dam	FONN7	35.450279	-83.805275
FNH-OG-06	Fontana Dam	FONN7	35.450279	-83.805275
FNH-SL-01	Fontana Dam	FONN7	35.450279	-83.805275
FNH-SL-02	Fontana Dam	FONN7	35.450279	-83.805275
FNH-SL-03	Fontana Dam	FONN7	35.450279	-83.805275
FNH-SL-04	Fontana Dam	FONN7	35.450279	-83.805275
FNH-SL-05	Fontana Dam	FONN7	35.450279	-83.805275
FNH-SL-06	Fontana Dam	FONN7	35.450279	-83.805275
FNH-SP-01	Fontana Dam	FONN7	35.450279	-83.805275
FNH-SP-02	Fontana Dam	FONN7	35.450279	-83.805275
FNH-SP-03	Fontana Dam	FONN7	35.450279	-83.805275
FNH-SP-04	Fontana Dam	FONN7	35.450279	-83.805275
FNKN7	Franklin NC	FNKN7	35.199722	-83.380280
FNVT1	Flintville	FNVT1	35.063889	-86.413612
FONN7	Fontana Dam	FONN7	35.450279	-83.805275
Forks_of_River	Forks of River	Forks_of_River	35.958908	-83.850520
FortLoudoun_CE-QUAL-W2_mainstem	FortLoudoun_CE-QUAL-W2 mainstem	FLDT1	0.000000	0.000000
FPH-01	Fort Patrick Henry-Unit1	FPHT1	36.498901	-82.509102
FPH-02	Fort Patrick Henry-Unit2	FPHT1	36.498901	-82.509102
FPH-OG-01	Fort Patrick Henry Dam	FPHT1	36.498901	-82.509102
FPH-OG-02	Fort Patrick Henry Dam	FPHT1	36.498901	-82.509102
FPH-OG-03	Fort Patrick Henry Dam	FPHT1	36.498901	-82.509102
FPH-SP-01	Fort Patrick Henry Dam	FPHT1	36.498901	-82.509102
FPH-SP-02	Fort Patrick Henry Dam	FPHT1	36.498901	-82.509102
FPH-SP-03	Fort Patrick Henry Dam	FPHT1	36.498901	-82.509102
FPH-SP-04	Fort Patrick Henry Dam	FPHT1	36.498901	-82.509102
FPH-SP-05	Fort Patrick Henry Dam	FPHT1	36.498901	-82.509102
FPHT1	Fort Patrick Henry Dam	FPHT1	36.498901	-82.509102
FRAT1	Harpeth at Franklin TN	FRAT1	35.920555	-86.865555
FRYN7	Frying Pan	FRYN7	35.393330	-82.774170
FTCT1	Fightingtown Creek at Copperhill	FTCT1	34.992222	-84.381111
FTVT1	Fayetteville	FTVT1	35.134444	-86.539444
FW_Utility	Falling Water Utility	FW_Utility	35.271000	-85.107000
FYTT1	Elk abv Fayetteville	FYTT1	35.134445	-86.539444
GAF	Gallatin Fossil Plant	GAF	36.315102	-86.399902
GAF-01	Gallatin-Unit1	GAF	36.313154	-86.398888
GAF-02	Gallatin-Unit2	GAF	36.313154	-86.398888
GAF-03	Gallatin-Unit3	GAF	36.313154	-86.398888
GAF-04	Gallatin-Unit4	GAF	36.313154	-86.398888
GAF_Discharge_120.86	GAF_Discharge_120.86	GallatinDischarge	0.000000	0.000000
GAF_Discharge_122.86	GAF_Discharge_122.86	GallatinDischarge	0.000000	0.000000
GAF_Discharge_124.86	GAF_Discharge_124.86	GallatinDischarge	0.000000	0.000000
GAF_Discharge_126.86	GAF_Discharge_126.86	GallatinDischarge	0.000000	0.000000
GAF_Discharge_128.86	GAF_Discharge_128.86	GallatinDischarge	0.000000	0.000000
GAF_Discharge_130.86	GAF_Discharge_130.86	GallatinDischarge	0.000000	0.000000
GAF_Discharge_132.86	GAF_Discharge_132.86	GallatinDischarge	0.000000	0.000000
GAF_Discharge_134.86	GAF_Discharge_134.86	GallatinDischarge	0.000000	0.000000
GAF_Discharge_136.86	GAF_Discharge_136.86	GallatinDischarge	0.000000	0.000000
GAF_Discharge_138.86	GAF_Discharge_138.86	GallatinDischarge	0.000000	0.000000
GAF_evap	GAF_evap	GAF	36.299000	-86.260000
GAF_Intake_120.86	GAF_Intake_120.86	GallatinIntake	0.000000	0.000000
GAF_Intake_122.86	GAF_Intake_122.86	GallatinIntake	0.000000	0.000000
GAF_Intake_124.86	GAF_Intake_124.86	GallatinIntake	0.000000	0.000000
GAF_Intake_126.86	GAF_Intake_126.86	GallatinIntake	0.000000	0.000000
GAF_Intake_128.86	GAF_Intake_128.86	GallatinIntake	0.000000	0.000000
GAF_Intake_130.86	GAF_Intake_130.86	GallatinIntake	0.000000	0.000000
GAF_Intake_132.86	GAF_Intake_132.86	GallatinIntake	0.000000	0.000000
GAF_Intake_134.86	GAF_Intake_134.86	GallatinIntake	0.000000	0.000000
GAF_Intake_136.86	GAF_Intake_136.86	GallatinIntake	0.000000	0.000000
GAF_Intake_138.86	GAF_Intake_138.86	GallatinIntake	0.000000	0.000000
GAFBranch1	GAFBranch1	GAF	0.000000	0.000000
GALLATIN_CE-QUAL-W2_mainstem	GALLATIN_CE-QUAL-W2_mainstem	GAF	0.000000	0.000000
GALLATIN_CE-QUAL-W2_mainstem_DO	GALLATIN_CE-QUAL-W2_mainstem_DO	GAF	0.000000	0.000000
GallatinDischarge	Gallatin Discharge W2 profiles	GallatinDischarge	36.315102	-86.399902
GallatinIntake	Gallatin Intake W2 profiles	GallatinIntake	36.315102	-86.399902
GATV2	North Fork Holston nr Gate City	GATV2	36.608612	-82.568054
GBOT1	Roaring River above Gainsboro	GBOT1	36.351110	-85.545830
GEOT1	Georgetown	GEOT1	35.299446	-84.957779
GERA1	Town Creek nr Geraldine	GERA1	34.378334	-85.990280
GFH-01	Great Falls-Unit1	GGRT1	35.807499	-85.634163
GFH-02	Great Falls-Unit2	GGRT1	35.807499	-85.634163
GFH-OG-01	Great Falls Dam	GGRT1	35.807499	-85.634163
GFH-OG-02	Great Falls Dam	GGRT1	35.807499	-85.634163
GFH-OG-03	Great Falls Dam	GGRT1	35.807499	-85.634163
GFH-SP-01	Great Falls Dam	GGRT1	35.807499	-85.634163
GFH-SP-02	Great Falls Dam	GGRT1	35.807499	-85.634163
GGRT1	Great Falls Dam	GGRT1	35.807499	-85.634163
GRHK2	Grey Hawk	GRHK2	37.391110	-83.936390
GTTT1	Gatlinburg	GTTT1	35.691666	-83.534447
GUH-01	Guntersville-Unit1	GVDA1	34.421112	-86.393059
GUH-02	Guntersville-Unit2	GVDA1	34.421112	-86.393059
GUH-03	Guntersville-Unit3	GVDA1	34.421112	-86.393059
GUH-04	Guntersville-Unit4	GVDA1	34.421112	-86.393059
GUH-OG-01	Guntersville Dam	GVDA1	34.421112	-86.393059
GUH-OG-02	Guntersville Dam	GVDA1	34.421112	-86.393059
GUH-OG-03	Guntersville Dam	GVDA1	34.421112	-86.393059
GUH-OG-04	Guntersville Dam	GVDA1	34.421112	-86.393059
GUH-OG-05	Guntersville Dam	GVDA1	34.421112	-86.393059
GUH-OG-06	Guntersville Dam	GVDA1	34.421112	-86.393059
GUH-OG-07	Guntersville Dam	GVDA1	34.421112	-86.393059
GUH-OG-08	Guntersville Dam	GVDA1	34.421112	-86.393059
GUH-OG-09	Guntersville Dam	GVDA1	34.421112	-86.393059
GUH-OG-10	Guntersville Dam	GVDA1	34.421112	-86.393059
GUH-SP-01	Guntersville Dam	GVDA1	34.421112	-86.393059
GUH-SP-02	Guntersville Dam	GVDA1	34.421112	-86.393059
GUH-SP-03	Guntersville Dam	GVDA1	34.421112	-86.393059
GUH-SP-04	Guntersville Dam	GVDA1	34.421112	-86.393059
GUH-SP-05	Guntersville Dam	GVDA1	34.421112	-86.393059
GUH-SP-06	Guntersville Dam	GVDA1	34.421112	-86.393059
GUH-SP-07	Guntersville Dam	GVDA1	34.421112	-86.393059
GUH-SP-08	Guntersville Dam	GVDA1	34.421112	-86.393059
GUH-SP-09	Guntersville Dam	GVDA1	34.421112	-86.393059
GUH-SP-10	Guntersville Dam	GVDA1	34.421112	-86.393059
GUH-SP-11	Guntersville Dam	GVDA1	34.421112	-86.393059
GUH-SP-12	Guntersville Dam	GVDA1	34.421112	-86.393059
GUH-SP-13	Guntersville Dam	GVDA1	34.421112	-86.393059
GUH-SP-14	Guntersville Dam	GVDA1	34.421112	-86.393059
GUH-SP-15	Guntersville Dam	GVDA1	34.421112	-86.393059
GUH-SP-16	Guntersville Dam	GVDA1	34.421112	-86.393059
GUH-SP-17	Guntersville Dam	GVDA1	34.421112	-86.393059
GUH-SP-18	Guntersville Dam	GVDA1	34.421112	-86.393059
GUH-TD	Guntersville	GVDA1	34.424629	-86.392214
Guntersville_AL	Guntersville, AL	Guntersville_AL	34.373630	-86.288411
GVDA1	Guntersville Dam	GVDA1	34.421112	-86.393059
GVOA1	Grove Oak	GVOA1	34.423611	-86.022499
GVST1	Smiths Fork at Temperance Hall	GVST1	36.087223	-85.908058
HADT1	Apalachia Dam	HADT1	35.168056	-84.295280
HART1	Emory at Harriman	HART1	35.928611	-84.555833
HCTM6	Holcut	HCTM6	34.724998	-88.291946
HDSN7	Highlands	HDSN7	35.070278	-83.216667
HENA1	Henagar	HENA1	34.627224	-85.752220
HEPN7	Pigeon nr Hepco	HEPN7	35.634724	-82.989166
HGSA1	Hodges	HGSA1	34.393333	-87.885834
HIH-01	Hiwassee-Unit1	HIWN7	35.147221	-84.178612
HIH-01-DS	Hiwassee-Unit1-Downstream	HIH-01	35.147221	-84.178612
HIH-01-SC	Hiwassee-Unit1-Scrollcase	HIH-01	35.147221	-84.178612
HIH-02	Hiwassee-Unit2	HIWN7	35.147221	-84.178612
HIH-02-DS	Hiwassee-Unit2-Downstream	HIH-02	35.147221	-84.178612
HIH-02-SC	Hiwassee-Unit2-Scrollcase	HIH-02	35.147221	-84.178612
HIH-OG-01	Hiwassee Dam	HIWN7	35.147221	-84.178612
HIH-OG-02	Hiwassee Dam	HIWN7	35.147221	-84.178612
HIH-OG-03	Hiwassee Dam	HIWN7	35.147221	-84.178612
HIH-OG-04	Hiwassee Dam	HIWN7	35.147221	-84.178612
HIH-SL-01	Hiwassee Dam	HIWN7	35.147221	-84.178612
HIH-SL-02	Hiwassee Dam	HIWN7	35.147221	-84.178612
HIH-SL-03	Hiwassee Dam	HIWN7	35.147221	-84.178612
HIH-SL-04	Hiwassee Dam	HIWN7	35.147221	-84.178612
HIH-SP-01	Hiwassee Dam	HIWN7	35.147221	-84.178612
HIH-SP-02	Hiwassee Dam	HIWN7	35.147221	-84.178612
HIH-SP-03	Hiwassee Dam	HIWN7	35.147221	-84.178612
HIH-SP-04	Hiwassee Dam	HIWN7	35.147221	-84.178612
HIH-SP-05	Hiwassee Dam	HIWN7	35.147221	-84.178612
HIH-SP-06	Hiwassee Dam	HIWN7	35.147221	-84.178612
HIH-SP-07	Hiwassee Dam	HIWN7	35.147221	-84.178612
HIWN7	Hiwassee Dam	HIWN7	35.147221	-84.178612
HLTV2	Hiltons	HLTV2	36.644165	-82.493614
HMLT1	Duck abv Hurricane Mills	HMLT1	35.930000	-87.743057
HNTT1	Cumberland at Hunters Point	HNTT1	36.299168	-86.263611
HOHT1	Hohenwald	HOHT1	35.543888	-87.548615
HORT1	Horse Creek nr Savannah	HORT1	35.179722	-88.209724
HOTN7	Walnut	HOTN7	35.883335	-82.739441
HPKK2	South Fork Little at Hopkinsville	HPKK2	36.849444	-87.428889
HRFT1	Pigeon at Waterville	HRFT1	35.783890	-83.112221
HRRT1	Hiwassee River above Reliance	HRRT1	35.188333	-84.502500
HRSG1	Dial	HRSG1	34.760277	-84.218613
HSPN7	French Broad at Hot Springs	HSPN7	35.889721	-82.821114
Huntsville_AL	Huntsville, AL	Huntsville_AL	34.570327	-86.561357
HURG1	Toccoa near Dial	HURG1	34.790279	-84.239166
HVLN7	Hendersonville	HVLN7	35.352222	-82.465279
HWEG1	Hiwassee nr Hiawassee	HWEG1	34.883888	-83.721664
ICCN7	Cedar Cliff Dam	ICCN7	35.251667	-83.100281
IRCT1	Shoal Creek at Iron City	IRCT1	35.024166	-87.578888
Island_Home_Airport	Island Home Airport	Island_Home_Airport	35.961926	-83.864256
ISOT1	Isoline	ISOT1	36.078335	-85.061386
IVYN7	Ivy at Marshall	IVYN7	35.769722	-82.620834
JAGT1	East Fork Obey nr Jamestown	JAGT1	36.416111	-85.026390
JENT1	Jena	JENT1	35.653889	-84.151947
JNSV2	Powell nr Jonesville	JNSV2	36.661945	-83.094444
JNVT1	Johnsonville	JNVT1	36.030830	-87.975830
JOF	Johnsonville Fossil Plant	JOF	36.026199	-87.985901
JOF-01	Johnsonville-Unit1	JOF	36.025987	-87.986004
JOF-02	Johnsonville-Unit2	JOF	36.025987	-87.986004
JOF-03	Johnsonville-Unit3	JOF	36.025987	-87.986004
JOF-04	Johnsonville-Unit4	JOF	36.025987	-87.986004
JOF-05	Johnsonville-Unit5	JOF	36.025987	-87.986004
JOF-06	Johnsonville-Unit6	JOF	36.025987	-87.986004
JOF-07	Johnsonville-Unit7	JOF	36.025987	-87.986004
JOF-08	Johnsonville-Unit8	JOF	36.025987	-87.986004
JOF-09	Johnsonville-Unit9	JOF	36.025987	-87.986004
JOF-10	Johnsonville-Unit10	JOF	36.025987	-87.986004
JOF-11	Johnsonville-Unit11	JOF	36.025987	-87.986004
JPHT1	J Percy Priest Dam	JPHT1	36.148888	-86.619446
JPP-01	J. Percy Priest-Unit1	JPHT1	36.156389	-86.618611
JSC-01	John Sevier-Unit1	JSST1	36.378510	-82.960843
JSC-02	John Sevier-Unit2	JSST1	36.378510	-82.960843
JSC-03	John Sevier-Unit3	JSST1	36.378510	-82.960843
JSF-01	John Sevier-Unit1	JSST1	36.378510	-82.960843
JSF-02	John Sevier-Unit2	JSST1	36.378510	-82.960843
JSF-03	John Sevier-Unit3	JSST1	36.378510	-82.960843
JSF-04	John Sevier-Unit4	JSST1	36.378510	-82.960843
JSF-bypass dam-(2)	JSF-(2)	JSST1	36.380984	-82.961916
JSF-DS	John Sevier-Downstream	JSST1	36.378510	-82.960843
JSST1	John Sevier Combined Cycle Plant	JSST1	36.376110	-82.961113
KAVL	Asheville Airport	KAVL	35.436077	-82.541298
KBNA	Nashville Airport	KBNA	36.116665	-86.683334
KCHA	Chattanooga Airport	KCHA	35.033333	-85.199997
KGTT1	Tennessee nr Kingston	KGTT1	35.856388	-84.529167
KHSV	Huntsville Airport	KHSV	34.643890	-86.768890
KIF-01	Kingston-Unit1	KNST1	35.900401	-84.517307
KIF-02	Kingston-Unit2	KNST1	35.900401	-84.517307
KIF-03	Kingston-Unit3	KNST1	35.900401	-84.517307
KIF-04	Kingston-Unit4	KNST1	35.900401	-84.517307
KIF-05	Kingston-Unit5	KNST1	35.900401	-84.517307
KIF-06	Kingston-Unit6	KNST1	35.900401	-84.517307
KIF-07	Kingston-Unit7	KNST1	35.900401	-84.517307
KIF-08	Kingston-Unit8	KNST1	35.900401	-84.517307
KIF-09	Kingston-Unit9	KNST1	35.900401	-84.517307
KIF-unit 2(3)	KNF-(3)	KNST1	35.900430	-84.517331
KIF-unit 5(3)	KNF-(3)	KNST1	35.900430	-84.517331
KIF-unit 8(3)	KNF-(3)	KNST1	35.900430	-84.517331
KIF-weir-(3)	KNF-(3)	KNST1	35.900430	-84.517331
KIF_evap	KIF_evap	KNST1	35.900430	-84.517331
KIFBranch1	KIFBranch1	KNST1	0.000000	0.000000
KINGSTON_CE-QUAL-W2_mainstem	KINGSTON_CE-QUAL-W2_mainstem	KNST1	0.000000	0.000000
KINGSTON_CE-QUAL-W2_mainstem_DO	KINGSTON_CE-QUAL-W2_mainstem_DO	KNST1	0.000000	0.000000
KINGSTON_CE-QUAL-W2_v4_mainstem	KINGSTON_CE-QUAL-W2_v4_mainstem	KNST1	0.000000	0.000000
KingstonDischarge	Kingston Discharge W2 profiles	KingstonDischarge	35.901943	-84.518608
KingstonIntake	Kingston Intake W2 profiles	KingstonIntake	35.901943	-84.518608
KINT1	Harpeth nr Kingston Springs	KINT1	36.121944	-87.098892
KMEM	Memphis Airport	KMEM	35.049999	-90.000000
KNOT1	Tennessee blw Knoxville	KNOT1	35.945557	-83.946388
KNST1	Kingston Fossil Plant	KNST1	35.901943	-84.518608
KNST1_Discharge_215.18	KNST1_Discharge_215.18	KingstonDischarge	0.000000	0.000000
KNST1_Discharge_217.18	KNST1_Discharge_217.18	KingstonDischarge	0.000000	0.000000
KNST1_Discharge_219.18	KNST1_Discharge_219.18	KingstonDischarge	0.000000	0.000000
KNST1_Discharge_220.37	KNST1_Discharge_220.37	KingstonDischarge	0.000000	0.000000
KNST1_Discharge_221.18	KNST1_Discharge_221.18	KingstonDischarge	0.000000	0.000000
KNST1_Discharge_222.18	KNST1_Discharge_222.18	KingstonDischarge	0.000000	0.000000
KNST1_Discharge_223.18	KNST1_Discharge_223.18	KingstonDischarge	0.000000	0.000000
KNST1_Discharge_224.18	KNST1_Discharge_224.18	KingstonDischarge	0.000000	0.000000
KNST1_Discharge_225.18	KNST1_Discharge_225.18	KingstonDischarge	0.000000	0.000000
KNST1_Discharge_226.18	KNST1_Discharge_226.18	KingstonDischarge	0.000000	0.000000
KNST1_Intake_220.37	KNST1_Intake_220.37	KingstonIntake	0.000000	0.000000
KNST1_Intake_221.18	KNST1_Intake_221.18	KingstonIntake	0.000000	0.000000
KNST1_Intake_222.18	KNST1_Intake_222.18	KingstonIntake	0.000000	0.000000
KNST1_Intake_223.18	KNST1_Intake_223.18	KingstonIntake	0.000000	0.000000
KNST1_Intake_224.18	KNST1_Intake_224.18	KingstonIntake	0.000000	0.000000
KNST1_Intake_225.18	KNST1_Intake_225.18	KingstonIntake	0.000000	0.000000
KNST1_Intake_226.18	KNST1_Intake_226.18	KingstonIntake	0.000000	0.000000
KRKV2	Konnarock	KRKV2	36.674999	-81.591667
KTRI	Bristol Airport	KTRI	36.483334	-82.400002
KTYS	Knoxville Airport	KTYS	35.810276	-83.986664
KWTT1	Knoxville WTP	KWTT1	35.945278	-83.926666
KYDK2	Kentucky Dam	KYDK2	37.014446	-88.267776
KYDK2_Headwater_for_profile	Kentucky Dam, X-Y data at HP XS in RAS model (for profile calcs)	KYDK2_Headwater_for_profile	37.011471	-88.270177
KYH-01	Kentucky-Unit1	KYDK2	37.014446	-88.267776
KYH-02	Kentucky-Unit2	KYDK2	37.014446	-88.267776
KYH-03	Kentucky-Unit3	KYDK2	37.014446	-88.267776
KYH-04	Kentucky-Unit4	KYDK2	37.014446	-88.267776
KYH-05	Kentucky-Unit5	KYDK2	37.014446	-88.267776
KYH-SP-01	Kentucky Dam	KYDK2	37.014446	-88.267776
KYH-SP-02	Kentucky Dam	KYDK2	37.014446	-88.267776
KYH-SP-03	Kentucky Dam	KYDK2	37.014446	-88.267776
KYH-SP-04	Kentucky Dam	KYDK2	37.014446	-88.267776
KYH-SP-05	Kentucky Dam	KYDK2	37.014446	-88.267776
KYH-SP-06	Kentucky Dam	KYDK2	37.014446	-88.267776
KYH-SP-07	Kentucky Dam	KYDK2	37.014446	-88.267776
KYH-SP-08	Kentucky Dam	KYDK2	37.014446	-88.267776
KYH-SP-09	Kentucky Dam	KYDK2	37.014446	-88.267776
KYH-SP-10	Kentucky Dam	KYDK2	37.014446	-88.267776
KYH-SP-11	Kentucky Dam	KYDK2	37.014446	-88.267776
KYH-SP-12	Kentucky Dam	KYDK2	37.014446	-88.267776
KYH-SP-13	Kentucky Dam	KYDK2	37.014446	-88.267776
KYH-SP-14	Kentucky Dam	KYDK2	37.014446	-88.267776
KYH-SP-15	Kentucky Dam	KYDK2	37.014446	-88.267776
KYH-SP-16	Kentucky Dam	KYDK2	37.014446	-88.267776
KYH-SP-17	Kentucky Dam	KYDK2	37.014446	-88.267776
KYH-SP-18	Kentucky Dam	KYDK2	37.014446	-88.267776
KYH-SP-19	Kentucky Dam	KYDK2	37.014446	-88.267776
KYH-SP-20	Kentucky Dam	KYDK2	37.014446	-88.267776
KYH-SP-21	Kentucky Dam	KYDK2	37.014446	-88.267776
KYH-SP-22	Kentucky Dam	KYDK2	37.014446	-88.267776
