LocationID	Location	ParentLocationID	Latitude	Longitude
BFN18_Layer_3	BFN18_Layer_3	BFN18_Layers	0.000000	0.000000
BFN18_Layer_30	BFN18_Layer_30	BFN18_Layers	0.000000	0.000000
BFN18_Layer_4	BFN18_Layer_4	BFN18_Layers	0.000000	0.000000
BFN18_Layer_5	BFN18_Layer_5	BFN18_Layers	0.000000	0.000000
BFN18_Layer_6	BFN18_Layer_6	BFN18_Layers	0.000000	0.000000
BFN18_Layer_7	BFN18_Layer_7	BFN18_Layers	0.000000	0.000000
BFN18_Layer_8	BFN18_Layer_8	BFN18_Layers	0.000000	0.000000
BFN18_Layer_9	BFN18_Layer_9	BFN18_Layers	0.000000	0.000000
BFN18_Layers	BFN18 D3D profiles	BFN18_Layers	34.703464	-87.120768
BFN19_3ft	BFN19_3ft	BFN 19 (Skimmer Wall)	34.700733	-87.117587
BFN19_535ft_elev	BFN19_535ft_elev	BFN 19 (Skimmer Wall)	34.700733	-87.117587
BFN19_545ft_elev	BFN19_545ft_elev	BFN 19 (Skimmer Wall)	34.700733	-87.117587
BFN19_5ft	BFN19_5ft	BFN 19 (Skimmer Wall)	34.700733	-87.117587
BFN19_7ft	BFN19_7ft	BFN 19 (Skimmer Wall)	34.700733	-87.117587
BFN19_Layer_1	BFN19_Layer_1	BFN19_Layers	0.000000	0.000000
BFN19_Layer_10	BFN19_Layer_10	BFN19_Layers	0.000000	0.000000
BFN19_Layer_11	BFN19_Layer_11	BFN19_Layers	0.000000	0.000000
BFN19_Layer_12	BFN19_Layer_12	BFN19_Layers	0.000000	0.000000
BFN19_Layer_13	BFN19_Layer_13	BFN19_Layers	0.000000	0.000000
BFN19_Layer_14	BFN19_Layer_14	BFN19_Layers	0.000000	0.000000
BFN19_Layer_15	BFN19_Layer_15	BFN19_Layers	0.000000	0.000000
BFN19_Layer_16	BFN19_Layer_16	BFN19_Layers	0.000000	0.000000
BFN19_Layer_17	BFN19_Layer_17	BFN19_Layers	0.000000	0.000000
BFN19_Layer_18	BFN19_Layer_18	BFN19_Layers	0.000000	0.000000
BFN19_Layer_19	BFN19_Layer_19	BFN19_Layers	0.000000	0.000000
BFN19_Layer_2	BFN19_Layer_2	BFN19_Layers	0.000000	0.000000
BFN19_Layer_20	BFN19_Layer_20	BFN19_Layers	0.000000	0.000000
BFN19_Layer_21	BFN19_Layer_21	BFN19_Layers	0.000000	0.000000
BFN19_Layer_22	BFN19_Layer_22	BFN19_Layers	0.000000	0.000000
BFN19_Layer_23	BFN19_Layer_23	BFN19_Layers	0.000000	0.000000
BFN19_Layer_24	BFN19_Layer_24	BFN19_Layers	0.000000	0.000000
BFN19_Layer_25	BFN19_Layer_25	BFN19_Layers	0.000000	0.000000
BFN19_Layer_26	BFN19_Layer_26	BFN19_Layers	0.000000	0.000000
BFN19_Layer_27	BFN19_Layer_27	BFN19_Layers	0.000000	0.000000
BFN19_Layer_28	BFN19_Layer_28	BFN19_Layers	0.000000	0.000000
BFN19_Layer_29	BFN19_Layer_29	BFN19_Layers	0.000000	0.000000
BFN19_Layer_3	BFN19_Layer_3	BFN19_Layers	0.000000	0.000000
BFN19_Layer_30	BFN19_Layer_30	BFN19_Layers	0.000000	0.000000
BFN19_Layer_4	BFN19_Layer_4	BFN19_Layers	0.000000	0.000000
BFN19_Layer_5	BFN19_Layer_5	BFN19_Layers	0.000000	0.000000
BFN19_Layer_6	BFN19_Layer_6	BFN19_Layers	0.000000	0.000000
BFN19_Layer_7	BFN19_Layer_7	BFN19_Layers	0.000000	0.000000
BFN19_Layer_8	BFN19_Layer_8	BFN19_Layers	0.000000	0.000000
BFN19_Layer_9	BFN19_Layer_9	BFN19_Layers	0.000000	0.000000
BFN19_Layers	BFN19 D3D profiles	BFN19_Layers	34.700733	-87.117587
BFN20_10m	BFN20_10m	BFN 20 (Met Station)	34.701040	-87.108283
BFN20_46m	BFN20_46m	BFN 20 (Met Station)	34.701040	-87.108283
BFN20_91m	BFN20_91m	BFN 20 (Met Station)	34.701040	-87.108283
BFNReach1	BFN Travel Time Reach 1	BFNReach1	34.706699	-87.118896
BFNReach2	BFN Travel Time Reach 2	BFNReach2	34.706699	-87.118896
BFNReach3	BFN Travel Time Reach 3	BFNReach3	34.706699	-87.118896
BGLT1	Big Lick	BGLT1	35.817223	-85.036110
BIGT1	Big Sandy at Bruceton	BIGT1	36.036945	-88.228889
BIRN7	Oconaluftee at Birdtown	BIRN7	35.461388	-83.353615
BKY-01	Barkley-Unit1	BARK2	37.021667	-88.221111
BKY-02	Barkley-Unit2	BARK2	37.021667	-88.221111
BKY-03	Barkley-Unit3	BARK2	37.021667	-88.221111
BKY-04	Barkley-Unit4	BARK2	37.021667	-88.221111
BLAN7	French Broad at Blantyre	BLAN7	35.299168	-82.623886
BLCT1	Bledsoe Creek	BLCT1	36.445657	-86.332202
BLTN7	Swannanoa at Biltmore	BLTN7	35.568333	-82.544724
BLUERIDGE_CE-QUAL-W2_mainstem	BLUERIDGE_CE-QUAL-W2 mainstem	BRDG1	0.000000	0.000000
BLUERIDGE_CE-QUAL-W2_mainstem_DO	BLUERIDGE_CE-QUAL-W2_mainstem_DO	BRDG1	0.000000	0.000000
BLVG1	Nottely at Blairsville (TVA)	BLVG1	34.845001	-83.938332
BLWK2	Rockcastle at Billows	BLWK2	37.171112	-84.296669
BNAA1	Big Nance Creek at Courtland	BNAA1	34.669998	-87.317223
BOH-01	Boone-Unit1	BOOT1	36.858002	-87.974998
BOH-02	Boone-Unit2	BOOT1	36.441666	-82.436386
BOH-03	Boone-Unit3	BOOT1	36.441666	-82.436386
BOH-OG-01	Boone Dam	BOOT1	36.441666	-82.436386
BOH-OG-02	Boone Dam	BOOT1	36.441666	-82.436386
BOH-OG-03	Boone Dam	BOOT1	36.441666	-82.436386
BOH-OG-04	Boone Dam	BOOT1	36.441666	-82.436386
BOH-SL-01	Boone Dam	BOOT1	36.441666	-82.436386
BOH-SP-01	Boone Dam	BOOT1	36.441666	-82.436386
BOH-SP-02	Boone Dam	BOOT1	36.441666	-82.436386
BOH-SP-03	Boone Dam	BOOT1	36.441666	-82.436386
BOH-SP-04	Boone Dam	BOOT1	36.441666	-82.436386
BOH-SP-05	Boone Dam	BOOT1	36.441666	-82.436386
BONN7	Boone	BONN7	36.196667	-81.669441
BOOT1	Boone Dam	BOOT1	36.441666	-82.436386
BOOT1-FB	Boone-Forebay	BOOT1	36.858002	-87.974998
BOOT1-TD	Boone-Taildeck	BOOT1	36.858002	-87.974998
BPGT1	Bethpage	BPGT1	36.486111	-86.310278
BRCT1	BullRun Creek Near Halls Crossroads, TN	BRCT1	36.114413	-83.988174
BRDG1	Blue Ridge Dam	BRDG1	34.880554	-84.281670
BRF-01	Bull Run-Unit1	BRST1	36.019201	-84.159855
BRF-bottom-(1)	BRF-(1)	BRST1	36.018612	-84.158890
BRF-skimmer-(3)	BRF-(3)	BRST1	36.024328	-84.167297
BRF-SW	Bull Run-Skimmer Wall	BRST1	36.019201	-84.159855
BRF-upstream-(1)	BRF-(1)	BRST1	36.018612	-84.158890
BRF-upstream-(3)	BRF-(3)	BRST1	36.024328	-84.167297
BRF_evap	BRF_evap	BRST1	36.018612	-84.158890
BRFBranch1	BRFBranch1	BRST1	0.000000	0.000000
BRH-01	Blue Ridge-Unit1	BRDG1	36.858002	-87.974998
BRH-02	Blue Ridge-Unit2	BRDG1	36.858002	-87.974998
BRH-DS	Blue Ridge-Downstream	BRDG1	36.858002	-87.974998
BRH-OG-01	Blue Ridge Dam	BRDG1	34.880554	-84.281670
BRH-OG-02	Blue Ridge Dam	BRDG1	34.880554	-84.281670
BRH-SL-01	Blue Ridge Dam	BRDG1	34.880554	-84.281670
BRH-SL-02	Blue Ridge Dam	BRDG1	34.880554	-84.281670
BRH-SP-01	Blue Ridge Dam	BRDG1	34.880554	-84.281670
BRH-SP-02	Blue Ridge Dam	BRDG1	34.880554	-84.281670
BRH-SP-03	Blue Ridge Dam	BRDG1	34.880554	-84.281670
BRH-SP-04	Blue Ridge Dam	BRDG1	34.880554	-84.281670
BRH-SP-05	Blue Ridge Dam	BRDG1	34.880554	-84.281670
BRH-SP-06	Blue Ridge Dam	BRDG1	34.880554	-84.281670
BRH-SP-07	Blue Ridge Dam	BRDG1	34.880554	-84.281670
BRH-SP-08	Blue Ridge Dam	BRDG1	34.880554	-84.281670
Bridgeport_AL	Bridgeport, AL	Bridgeport_AL	34.952887	-85.692945
BRKI2	Ohio River at Brookport	BRKI2	37.127500	-88.653056
BRKK2	Cumberland at Burkesville	BRKK2	36.780834	-85.371109
BROOKFIELD	Brookfield Projects	BROOKFIELD	35.326330	-84.902344
BRRT1	Red blw Highway 61	BRRT1	36.641350	-86.985924
BRST1	Bull Run Fossil Plant	BRST1	36.018612	-84.158890
BRST1_Discharge_221.80	BRST1_Discharge_221.80	BullRunDischarge	0.000000	0.000000
BRST1_Discharge_224.80	BRST1_Discharge_224.80	BullRunDischarge	0.000000	0.000000
BRST1_Discharge_227.80	BRST1_Discharge_227.80	BullRunDischarge	0.000000	0.000000
BRST1_Discharge_229.80	BRST1_Discharge_229.80	BullRunDischarge	0.000000	0.000000
BRST1_Discharge_231.80	BRST1_Discharge_231.80	BullRunDischarge	0.000000	0.000000
BRST1_Discharge_233.80	BRST1_Discharge_233.80	BullRunDischarge	0.000000	0.000000
BRST1_Discharge_235.80	BRST1_Discharge_235.80	BullRunDischarge	0.000000	0.000000
BRST1_Discharge_237.80	BRST1_Discharge_237.80	BullRunDischarge	0.000000	0.000000
BRST1_Discharge_239.80	BRST1_Discharge_239.80	BullRunDischarge	0.000000	0.000000
BRST1_Discharge_241.30	BRST1_Discharge_241.30	BullRunDischarge	0.000000	0.000000
BRST1_Intake_221.80	BRST1_Intake_221.80	BullRunIntake	0.000000	0.000000
BRST1_Intake_224.80	BRST1_Intake_224.80	BullRunIntake	0.000000	0.000000
BRST1_Intake_227.80	BRST1_Intake_227.80	BullRunIntake	0.000000	0.000000
BRST1_Intake_229.80	BRST1_Intake_229.80	BullRunIntake	0.000000	0.000000
BRST1_Intake_231.80	BRST1_Intake_231.80	BullRunIntake	0.000000	0.000000
BRST1_Intake_233.80	BRST1_Intake_233.80	BullRunIntake	0.000000	0.000000
BRST1_Intake_235.80	BRST1_Intake_235.80	BullRunIntake	0.000000	0.000000
BRST1_Intake_237.80	BRST1_Intake_237.80	BullRunIntake	0.000000	0.000000
BRST1_Intake_239.80	BRST1_Intake_239.80	BullRunIntake	0.000000	0.000000
BRST1_Intake_241.30	BRST1_Intake_241.30	BullRunIntake	0.000000	0.000000
BRUT1	Bruceton	BRUT1	36.043056	-88.261391
BRVG1	Nottely nr Blairsville (USGS)	BRVG1	34.841111	-83.936111
BSBA1	Flint at Brownsboro	BSBA1	34.749168	-86.446663
BSGV2	Powell River at Big Stone Gap, VA	BSGV2	36.868985	-82.775439
BTDN7	Beetree Dam	BTDN7	35.641666	-82.397781
Buckingham_Island	Buckingham Island	Buckingham_Island	35.929947	-83.621955
BULLRUN_CE-QUAL-W2_mainstem	BULLRUN_CE-QUAL-W2_mainstem	BRST1	0.000000	0.000000
BULLRUN_CE-QUAL-W2_mainstem_DO	BULLRUN_CE-QUAL-W2_mainstem_DO	BRST1	0.000000	0.000000
BULLRUN_CE-QUAL-W2_v4_mainstem	BULLRUN_CE-QUAL-W2_v4_mainstem	BRST1	0.000000	0.000000
BullRunDischarge	Bull Run Discharge W2 profiles	BullRunDischarge	36.018612	-84.158890
BullRunIntake	Bull Run Intake W2 profiles	BullRunIntake	36.018612	-84.158890
BVDN7	Brevard	BVDN7	35.249443	-82.696663
BYGT1	Wolf nr Byrdstown	BYGT1	36.560276	-85.073059
CAFT1	Calfkiller blw Sparta	CAFT1	35.911945	-85.476112
CALT1	Calderwood Dam	CALT1	35.494720	-83.988335
CAMERA-BargeWall	FAV Camera Barge Wall	CAMERA-BargeWall	34.699800	-87.118000
CAMERA-BFNIntake	FAV Camera BFN Intake	CAMERA-BFNIntake	34.700733	-87.117587
CAMERA-Dumpster	FAV Camera Dumpster	CAMERA-Dumpster	34.702000	-87.121000
CAMERA-GUH	FAV Camera GUH	CAMERA-GUH	34.423500	-86.392000
CAMERA-TrinityLine	FAV Camera Trinity Line	CAMERA-TrinityLine	34.674000	-87.078000
CBBK2	Cobb	CBBK2	36.983334	-87.766670
CBNK2	Corbin North	CBNK2	36.970554	-84.119446
CBOT1	Crab Orchard	CBOT1	35.911388	-84.889442
CBYT1	Cosby	CBYT1	35.808887	-83.248886
CCLT1	Clinch at Clinton	CCLT1	36.095330	-84.132670
CCLV2	Clear Creek Dam	CCLV2	36.661670	-82.120280
CCR-OG-01	Cedar Creek Dam	CCRA1	34.545555	-87.973335
CCR-SL-01	Cedar Creek Dam	CCRA1	34.545555	-87.973335
CCR-SL-02	Cedar Creek Dam	CCRA1	34.545555	-87.973335
CCR-SP-01	Cedar Creek Dam	CCRA1	34.545555	-87.973335
CCRA1	Cedar Creek Dam	CCRA1	34.545555	-87.973335
CCVT1	Cades Cove	CCVT1	35.603889	-83.782776
CDH-01	Cordell Hull-Unit1	COHT1	36.290278	-85.943611
CDH-02	Cordell Hull-Unit2	COHT1	36.290278	-85.943611
CDH-03	Cordell Hull-Unit3	COHT1	36.290278	-85.943611
CDZK2	Little nr Cadiz	CDZK2	36.777802	-87.721703
CEDT1	Cedar Dam	CEDT1	35.671391	-88.321388
CEH-01	Cheoah-Unit1	CHEN7	35.447777	-83.939720
CEH-02	Cheoah-Unit2	CHEN7	35.447777	-83.939720
CEH-03	Cheoah-Unit3	CHEN7	35.447777	-83.939720
CEH-04	Cheoah-Unit4	CHEN7	35.447777	-83.939720
CEH-05	Cheoah-Unit5	CHEN7	35.447777	-83.939720
CEHT1	Center Hill Dam	CEHT1	36.097500	-85.827225
CEPN7	East Fork Pigeon at Canton	CEPN7	35.461666	-82.870277
CFKT1	Clear Fork nr Robbins	CFKT1	36.388332	-84.630280
CHAN7	Chatuge Dam	CHAN7	35.019722	-83.790558
CHAT1	Tennessee at Chattanooga (Selected)	CHAT1	35.056110	-85.306664
CHAT1_ABOVE	Above Chattanooga	CHAT1_ABOVE	35.056110	-85.306664
CHAT1_BELOW	Below Chattanooga	CHAT1_BELOW	35.056110	-85.306664
CHAT1_RDR	Tennessee at Chattanooga (Radar)	CHAT1_RDR	35.056110	-85.306664
CHAT1_WSB	Tennessee at Chattanooga (Pressure)	CHAT1_WSB	35.056110	-85.306664
CHE-01	Cheatham-Unit1	CHPT1	36.315556	-87.219444
CHE-02	Cheatham-Unit2	CHPT1	36.315556	-87.219444
CHE-03	Cheatham-Unit3	CHPT1	36.315556	-87.219444
CHEN7	Cheoah Dam	CHEN7	35.447777	-83.939720
Cherokee Dam	Cherokee Dam	CRKT1	36.168888	-83.500832
Cherokee_AL	Cherokee AL	Cherokee_AL	34.801168	-87.916935
CHET1	Cumberland River at Cheatham Lock and Dam	CHET1	36.324444	-87.224444
CHH-01	Chickamauga-Unit1	CKDT1	35.099998	-85.229446
CHH-02	Chickamauga-Unit2	CKDT1	35.099998	-85.229446
CHH-03	Chickamauga-Unit3	CKDT1	35.099998	-85.229446
CHH-04	Chickamauga-Unit4	CKDT1	35.099998	-85.229446
CHH-OG-01	Chickamauga Dam	CKDT1	35.099998	-85.229446
CHH-OG-02	Chickamauga Dam	CKDT1	35.099998	-85.229446
CHH-OG-03	Chickamauga Dam	CKDT1	35.099998	-85.229446
CHH-OG-04	Chickamauga Dam	CKDT1	35.099998	-85.229446
CHH-OG-05	Chickamauga Dam	CKDT1	35.099998	-85.229446
CHH-OG-06	Chickamauga Dam	CKDT1	35.099998	-85.229446
CHH-OG-07	Chickamauga Dam	CKDT1	35.099998	-85.229446
CHH-OG-08	Chickamauga Dam	CKDT1	35.099998	-85.229446
CHH-OG-09	Chickamauga Dam	CKDT1	35.099998	-85.229446
CHH-OG-10	Chickamauga Dam	CKDT1	35.099998	-85.229446
CHH-OG-11	Chickamauga Dam	CKDT1	35.099998	-85.229446
CHH-OG-12	Chickamauga Dam	CKDT1	35.099998	-85.229446
CHH-OG-13	Chickamauga Dam	CKDT1	35.099998	-85.229446
CHH-OG-14	Chickamauga Dam	CKDT1	35.099998	-85.229446
CHH-SP-01	Chickamauga Dam	CKDT1	35.099998	-85.229446
CHH-SP-02	Chickamauga Dam	CKDT1	35.099998	-85.229446
CHH-SP-03	Chickamauga Dam	CKDT1	35.099998	-85.229446
CHH-SP-04	Chickamauga Dam	CKDT1	35.099998	-85.229446
CHH-SP-05	Chickamauga Dam	CKDT1	35.099998	-85.229446
CHH-SP-06	Chickamauga Dam	CKDT1	35.099998	-85.229446
CHH-SP-07	Chickamauga Dam	CKDT1	35.099998	-85.229446
CHH-SP-08	Chickamauga Dam	CKDT1	35.099998	-85.229446
CHH-SP-09	Chickamauga Dam	CKDT1	35.099998	-85.229446
CHH-SP-10	Chickamauga Dam	CKDT1	35.099998	-85.229446
CHH-SP-11	Chickamauga Dam	CKDT1	35.099998	-85.229446
CHH-SP-12	Chickamauga Dam	CKDT1	35.099998	-85.229446
CHHT1	Church Hill	CHHT1	36.521111	-82.737221
CHKT1	South Chickamauga Creek nr Chickamauga	CHKT1	35.013332	-85.209724
CHLT1	Hiwassee at Charleston	CHLT1	35.294998	-84.760002
CHOG1	Choestoe	CHOG1	34.802776	-83.898331
CHPT1	Cheatham Dam	CHPT1	36.314446	-87.216110
CHSA1	Flint nr Chase	CHSA1	34.823055	-86.482224
CHTT1	Charleston	CHTT1	35.281666	-84.773056
CIRI2	Ohio at Cairo	CIRI2	37.000000	-89.162498
CKDT1	Chickamauga Dam	CKDT1	35.099998	-85.229446
CKDT1_BCT_XSection	CKDT1_BCT_XSection	SQNT1	35.126710	-85.185390
CKEN7	Cherokee	CKEN7	35.578888	-83.242500
CKMG1	Chickamauga GA	CKMG1	34.865833	-85.288887
CKVT1	Cumberland at Clarksville	CKVT1	36.521946	-87.364723
CKVT1N	Red at Clarksville	CKVT1N	36.536999	-87.370003
CKYT1	Chuckey	CKYT1	36.219166	-82.702774
CLAT1	Cumberland at Celina	CLAT1	36.554165	-85.514442
CLBT1	Columbia	CLBT1	35.664166	-87.032501
CLET1	Cleveland TN	CLET1	35.183887	-84.821388
CLFT1	Clifton City	CLFT1	35.372776	-87.983612
CLH-01	Chilhowee-Unit1	CLTT1	35.545277	-84.050278
CLH-02	Chilhowee-Unit2	CLTT1	35.545277	-84.050278
CLH-03	Chilhowee-Unit3	CLTT1	35.545277	-84.050278
CLLT1	Collinwood	CLLT1	35.162777	-87.744446
CLMT1	Coalmont	CLMT1	35.345276	-85.697777
CLNT1	Tennessee R at Clifton	CLNT1	35.388906	-87.995477
CLTT1	Chilhowee Dam	CLTT1	35.545277	-84.050278
CLVV2	Clinch at Cleveland	CLVV2	36.944721	-82.154999
CNH-01	Center Hill-Unit1	CEHT1	36.096667	-85.827222
CNH-02	Center Hill-Unit2	CEHT1	36.096667	-85.827222
CNH-03	Center Hill-Unit3	CEHT1	36.096667	-85.827222
CNTT1	Centerville	CNTT1	35.808056	-87.438057
CNVT1	Duck at Centerville	CNVT1	35.783333	-87.459999
COEV2	Coeburn	COEV2	36.928890	-82.481941
COF	Colbert Fossil Plant	COF	34.744701	-87.849403
COF-01	Colbert-Unit1	COF	34.745258	-87.848509
COF-02	Colbert-Unit2	COF	34.745258	-87.848509
COF-03	Colbert-Unit3	COF	34.745258	-87.848509
COF-04	Colbert-Unit4	COF	34.745258	-87.848509
COF-05	Colbert-Unit5	COF	34.745258	-87.848509
COF-SW	Colbert-Skimmer Wall	COF	34.745258	-87.848509
COF_evap	COF_evap	COF	34.744701	-87.849403
COFBranch1	COFBranch1	COF	0.000000	0.000000
COFBranch2	COFBranch2	COF	0.000000	0.000000
COHT1	Cordell Hull Dam	COHT1	36.286667	-85.940834
COLT1	Duck at Columbia	COLT1	35.618057	-87.032219
COOG1	Coosa River at State Line	COOG1	34.201670	-85.447500
COOT1	Cookeville	COOT1	36.107498	-85.503334
CORK2	Corbin South	CORK2	36.951389	-84.093613
CORPS	USACE Projects	CORPS	35.326330	-84.902344
CPHT1	Ocoee at Copperhill	CPHT1	34.991665	-84.377220
CPRT1	Copperhill	CPRT1	35.003889	-84.386944
CRH-01	Cherokee-Unit1	CRKT1	36.168888	-83.500832
CRH-01-DS	Cherokee-Unit1-Downstream	CRH-01	36.168888	-83.500832
CRH-02	Cherokee-Unit2	CRKT1	36.168888	-83.500832
CRH-02-DS	Cherokee-Unit2-Downstream	CRH-02	36.168888	-83.500832
CRH-03	Cherokee-Unit3	CRKT1	36.168888	-83.500832
CRH-04	Cherokee-Unit4	CRKT1	36.168888	-83.500832
CRH-OG-01	Cherokee Dam	CRKT1	36.168888	-83.500832
CRH-OG-02	Cherokee Dam	CRKT1	36.168888	-83.500832
CRH-OG-03	Cherokee Dam	CRKT1	36.168888	-83.500832
CRH-OG-04	Cherokee Dam	CRKT1	36.168888	-83.500832
CRH-OG-05	Cherokee Dam	CRKT1	36.168888	-83.500832
CRH-SL-01	Cherokee Dam	CRKT1	36.168888	-83.500832
CRH-SL-02	Cherokee Dam	CRKT1	36.168888	-83.500832
CRH-SL-03	Cherokee Dam	CRKT1	36.168888	-83.500832
CRH-SL-04	Cherokee Dam	CRKT1	36.168888	-83.500832
CRH-SL-05	Cherokee Dam	CRKT1	36.168888	-83.500832
CRH-SL-06	Cherokee Dam	CRKT1	36.168888	-83.500832
CRH-SL-07	Cherokee Dam	CRKT1	36.168888	-83.500832
CRH-SL-08	Cherokee Dam	CRKT1	36.168888	-83.500832
CRH-SP-01	Cherokee Dam	CRKT1	36.168888	-83.500832
CRH-SP-02	Cherokee Dam	CRKT1	36.168888	-83.500832
CRH-SP-03	Cherokee Dam	CRKT1	36.168888	-83.500832
CRH-SP-04	Cherokee Dam	CRKT1	36.168888	-83.500832
CRH-SP-05	Cherokee Dam	CRKT1	36.168888	-83.500832
CRH-SP-06	Cherokee Dam	CRKT1	36.168888	-83.500832
CRH-SP-07	Cherokee Dam	CRKT1	36.168888	-83.500832
CRH-SP-08	Cherokee Dam	CRKT1	36.168888	-83.500832
CRH-SP-09	Cherokee Dam	CRKT1	36.168888	-83.500832
CRKT1	Cherokee Dam	CRKT1	36.168888	-83.500832
CRKT1_evap	CRKT1_evap	CRKT1	36.168888	-83.500832
CRKT1Branch1	CRKT1Branch1	CRKT1	0.000000	0.000000
CSEA1	Chase	CSEA1	34.793889	-86.518889
CTH-01	Chatuge-Unit1	CHAN7	35.019722	-83.790558
CTH-OG-01	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-01	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-02	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-03	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-04	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-05	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-06	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-07	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-08	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-09	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-10	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-11	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-12	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-13	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-14	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-15	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-16	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-17	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-18	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-19	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-20	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-21	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-22	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-23	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-24	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-25	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-26	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-27	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-28	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-29	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-30	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-31	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-32	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-33	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-34	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-35	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-36	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-37	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-38	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-39	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-40	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-41	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-42	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-43	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-44	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-45	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-46	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-47	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-48	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-49	Chatuge Dam	CHAN7	35.019722	-83.790558
CTH-SP-50	Chatuge Dam	CHAN7	35.019722	-83.790558
CTHT1	Cumberland at Carthage	CTHT1	36.248055	-85.955276
CTNK2	Canton KY	CTNK2	36.799999	-87.966667
CTNN7	Canton NC	CTNN7	35.548611	-82.828331
CTPN7	Pigeon at Canton	CTPN7	35.523056	-82.846664
CUF	Cumberland Fossil Plant	CUF	36.391201	-87.655098
CUF-01	Cumberland-Unit1	CUF	36.393712	-87.653829
CUF-02	Cumberland-Unit2	CUF	36.393712	-87.653829
CUF-DS	Cumberland-Downstream	CUF	36.393712	-87.653829
CUF-DS-L	Cumberland-Downstream-Left	CUF	36.393712	-87.653829
CUF-DS-R	Cumberland-Downstream-Right	CUF	36.393712	-87.653829
CUF-IN	Cumberland-Intake	CUF	36.393712	-87.653829
CUF-US-L	Cumberland-Upstream-Left	CUF	36.393712	-87.653829
CUF-US-R	Cumberland-Upstream-Right	CUF	36.393712	-87.653829
CUF_BAH_KYH_evap	CUF_BAH_KYH_evap	CUF	36.323000	-87.556000
CUF_BAH_KYHBranch1	CUF_BAH_KYHBranch1	CUF	0.000000	0.000000
CUF_BAH_KYHBranch2	CUF_BAH_KYHBranch2	CUF	0.000000	0.000000
CUF_evap	CUF_evap	CUF	36.323000	-87.556000
CUFBranch1	CUFBranch1	CUF	0.000000	0.000000
CWH-01	Calderwood-Unit1	CALT1	35.494720	-83.988335
CWH-02	Calderwood-Unit2	CALT1	35.494720	-83.988335
CWH-03	Calderwood-Unit3	CALT1	35.494720	-83.988335
DECA1	Tennessee at Decatur	DECA1	34.613056	-86.973892
DECT1	Decatur	DECT1	35.491390	-84.813332
DELT1	Del Rio	DELT1	35.886665	-82.974442
DERT1	De Rossett	DERT1	35.963055	-85.281387
